"NOM,N,4,0","PRSTR,N,1,0","CODE,C,5","NAME,C,254"
111,1,12304, Прочим векселям
112,1,12305, Органов государственной власти иностранных государств
113,1,12306, Органов местной  власти иностранных государств
114,1,12307, Банков-нерезидентов
115,1,12308, Прочим векселям нерезидентов
116,0,,4. Доходы от перепродажи (погашения) ценных бумаг
117,1,12401, Российской Федерации
118,1,12402, Субъектов РФ и органов местного самоуправления
119,1,12403, Кредитных организаций
120,1,12404, Прочих ценных бумаг
121,1,12405, Иностранных государств
122,1,12406, Банков-нерезидентов
123,1,12407, Прочих ценных бумаг нерезидентов
124,0,,"5. Дивиденды, полученные от вложений в акции"
125,1,12501, Кредитных организаций
126,1,12502, Прочие акции
127,1,12503, Банков-нерезидентов
128,1,12504, Прочие акции нерезидентов
129,0,,"6. Другие доходы, полученные от операций с ценными бумагами"
130,1,12601, Доходы от переоценки ценных бумаг
131,1,12605,Доходы по другим операциям с приобретенными ценными бумагами
132,1,12606,Другие доходы по операциям с выпущенными ценными бумагами
133,1,12000,Итого по подразделу
134,0,,"3. Доходы, полученные от операций с иностранной валютой и другими валютными ценностями (балансовый счет второго порядка)"
135,0,,"1. Доходы, полученные от операций с иностранной валютой и другими валютными ценностями"
136,1,13101, По обменным операциям с иностранной валютой
137,1,13102, По операциям на валютных биржах
138,1,13103, По  другим  операциям
139,0,,2. Доходы от переоценки счетов в иностранной  валюте
140,1,13201, Доходы от переоценки счетов в иностранной валюте
141,1,13000,Итого по подразделу
142,0,,"4. Дивиденды полученные, кроме акций (балансовый счет второго порядка)"
143,0,,"1. Дивиденды, полученные за участие в хозяйственной деятельности"
144,1,14101, Дочерних и зависимых кредитных организаций
145,1,14102, Дочерних и зависимых организаций
146,1,14103, Дочерних и зависимых банков-нерезидентов
147,1,14104, Дочерних и зависимых организаций-нерезидентов
148,0,,"2. Дивиденды, полученные за участие в уставном капитале"
149,1,14201," Кредитных организаций, созданных в форме общества с ограниченной (дополнительной) ответственностью"
150,1,14202, Организаций
151,1,14203, Неакционерных банков-нерезидентов
152,1,14204, Организаций-нерезидентов
153,1,14205," Своих филиалов, находящихся в другой стране"
154,1,14000,Итого по подразделу
155,0,,"6. Штрафы, пени, неустойки полученные (балансовый счет второго порядка)"
156,0,,"1. Штрафы, пени, неустойки полученные по"
157,1,16101, Кредитным операциям
158,1,16104, Расчетным операциям
159,1,16105, Другим операциям
160,1,16000,Итого по подразделу
161,0,,7. Другие доходы (балансовый счет второго порядка)
162,0,,1. Восстановление сумм со счетов фондов и резервов
163,1,17101, На возможные потери по ссудам
164,1,17102, Под возможное обесценение ценных бумаг
165,1,17103, По другим операциям
166,0,,2. Комиссия полученная
167,1,17201, По кассовым операциям
168,1,17202, По операциям инкассации
169,1,17203, По расчетным операциям
170,1,17204, По выданным гарантиям
171,1,17205, По другим операциям
172,0,,3. Другие полученные доходы
173,1,17301, От выбытия (реализации) имущества кредитной организации
174,1,17302, От списания кредиторской задолженности
175,1,17303, От клиентов в возмещение кредитным организациям телеграфных и других расходов
176,1,17304, От доставки банковских документов (кроме инкассации)
177,1,17305, От операций с драгоценными металлами
178,1,17306," От оприходования излишков денежной наличности, материальных ценностей"
179,1,17307, От сдачи имущества в аренду
180,1,17308," От проведения факторинговых, форфейтинговых операций"
181,1,17309, От оказания услуг финансовой аренды (лизинга)
182,1,17310, От проведения операций по доверительному управлению имуществом
183,1,17311, От проведения операций с опционами
184,1,17312, От проведения форвардных операций
185,1,17313, От проведения фьючерсных операций
186,1,17314, От проведения операций СВОП
187,1,17315,"Доходы по кредитным операциям прошлых лет, поступившие в отчетном году"
188,1,17316,"Другие доходы прошлых лет, выявленные в отчетном году"
189,1,17317,"Доходы, полученные за обработку документов, обслуживание вычислительной техники, от информационных услуг"
190,1,17318,Другие доходы
191,1,17323,Доходы в виде возврата сумм из бюджета за переплату налога на прибыль
192,1,17000,Итого по подразделу
193,1,10000,Всего доходов
194,0,,РАСХОДЫ
195,0,,"1. Проценты, уплаченные за привлеченные кредиты (балансовый счет второго порядка)"
196,0,," 1. Проценты, уплаченные за полученные кредиты (срочные)"
197,1,21101, Банку России
198,1,21102, Кредитным организациям
199,1,21103, Банкам-нерезидентам
200,1,21104, Другим кредиторам
201,0,,"2. Проценты, уплаченные по просроченным кредитам"
202,1,21201, Банку России
203,1,21202, Кредитным организациям
204,1,21203, Банкам-нерезидентам
205,1,21204, Другим кредиторам
206,0,,3. Уплаченные просроченные проценты
207,1,21301, Банку России
208,1,21302, Кредитным организациям
209,1,21303, Банкам-нерезидентам
210,1,21304, Другим кредиторам
211,1,21000,Итого по подразделу
212,0,,"2. Проценты, уплаченные юридическим лицам по привлеченным средствам (балансовый счет второго порядка)"
213,0,,"1. Проценты, уплаченные по открытым счетам-клиентам"
214,1,22101," Финансовым организациям, находящимся в федеральной собственности"
215,1,22102," Коммерческим организациям, находящимся в федеральной собственности"
216,1,22103," Некоммерческим организациям, находящимся в федеральной собственности"
217,1,22104," Финансовым организациям, находящимся в государственной (кроме федеральной) собственности"
218,1,22105," Коммерческим организациям, находящимся в государственной (кроме федеральной) собственности"
219,1,22106," Некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности"
220,1,22107, Негосударственным финансовым организациям
221,1,22108, Негосударственным коммерческим организациям
222,1,22109, Негосударственным некоммерческим организациям
223,1,22110, Кредитным организациям
224,1,22111, Банкам-нерезидентам
225,1,22112, Индивидуальным предпринимателям
226,1,22113, Индивидуальным предпринимателям-нерезидентам
227,1,22114, Юридическим лицам-нерезидентам
228,0,,"2. Проценты, уплаченные по депозитам"
229,1,22201, Минфину  России
230,1,22202, Финансовым органам субъектов РФ и органов местного самоуправления
231,1,22203, Государственным внебюджетным фондам РФ
232,1,22204, Внебюджетным фондам субъектов РФ и органов местного самоуправления
233,1,22205," Финансовым организациям, находящимися в федеральной собственности"
234,1,22206," Коммерческим организациям, находящимся в федеральной собственности"
235,1,22207," Некоммерческим организациям, находящимся в федеральной собственности"
236,1,22208," Финансовым организациям, находящимся в государственной (кроме федеральной) собственности"
237,1,22209," Коммерческим  организациям, находящимся в государственной (кроме федеральной) собственности"
238,1,22210," Некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности"
239,1,22211, Негосударственным финансовым организациями
240,1,22212, Негосударственным коммерческим  организациям
241,1,22213, Негосударственным  некоммерческим организациям
242,1,22214, Юридическим лицам-нерезидентам
243,1,22215, Кредитным организациям
244,1,22216, Банкам-нерезидентам
245,0,,"3. Проценты, уплаченные по прочим привлеченным средствам"
246,1,22301, Минфину  России
247,1,22302, Финансовым органам субъектов РФ и органов местного самоуправления
248,1,22303, Государственным внебюджетным фондам РФ
249,1,22304, Внебюджетным фондам субъектов РФ  и органов местного самоуправления
250,1,22305," Финансовым организациям, находящимся в федеральной собственности"
251,1,22306," Коммерческим организациям, находящимся в федеральной собственности"
252,1,22307," Некоммерческим организациям, находящимся в федеральной собственности"
253,1,22308," Финансовым организациям, находящимся в государственной (кроме федеральной) собственности"
254,1,22309," Коммерческим  организациям, находящимся в государственной (кроме федеральной) собственности"
255,1,22310," Некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности"
256,1,22311, Негосударственным финансовым организациям
257,1,22312, Негосударственным коммерческим организациям
258,1,22313, Негосударственным некоммерческим организациям
259,1,22314, Юридическим лицам-нерезидентам
260,1,22315, Кредитным организациям
261,1,22316, Банкам-нерезидентам
262,1,22000,Итого по подразделу
263,0,,"3. Проценты, уплаченные физическим лицам по депозитам (балансовый счет второго порядка)"
264,0,,"1. Проценты, уплаченные по депозитам"
265,1,23101, Гражданам (физическим лицам)
266,1,23103, Физическим лицам-нерезидентам
267,1,23000,Итого по подразделу
268,0,,4. Расходы по операциям с ценными бумагами (балансовый счет второго порядка)
269,0,,1. Расходы по выпущенным ценным бумагам
270,1,24101, Процентный расход по облигациям
271,1,24102, Процентный расход по депозитным сертификатам
272,1,24103, Процентный расход по сберегательным сертификатам
273,1,24104, Процентный расход по векселям
274,1,24105, Дискотный расход по векселям
275,1,24107, Другие расходы по операциям с выпущенными ценными бумагами
276,0,,2. Расходы по операциям с приобретенными ценными бумагами
277,1,24201, Расходы от переоценки ценных бумаг
278,1,24203, Расходы по другим операциям с ценными бумагами
279,1,24205, Расходы от перепродажи (погашения) ценных бумаг
280,1,24206," Расходы профессиональных участников рынка ценных бумаг, связанные с приобретением и реализацией ценных бумаг (кроме расходов на консультационные и информационные услуги)"
281,1,24207, Расходы по списанным вложениям в ценные бумаги
282,1,24000,Итого по подразделу
283,0,,5. Расходы по операциям с иностранной валютой и другими валютными ценностями (балансовый счет второго порядка)
284,0,,1. Расходы по операциям с иностранной валютой и другими валютными ценностями
285,1,25101, По обменным операциям с иностранной валютой
286,1,25102, По операциям на валютных биржах
287,1,25103, По другим операциям
288,0,,2. Расходы (результаты) от переоценки счетов в иностранной валюте
289,1,25201, Расходы (результаты) от переоценки счетов в иностранной валюте
290,1,25000,Итого по подразделу
291,0,,6. Расходы на содержание аппарата (балансовый счет второго порядка)
292,0,,1. Расходы на содержание аппарата
293,1,26101," Начисленная заработная плата, включая премии, входящие в систему оплаты труда"
294,1,26102," Премии, не входящие в систему оплаты труда, кроме отнесенных за счет фонда специального назначения"
295,1,26103, Начисления на заработную плату- взносы в государственные и внебюджетные фонды в соответствии с законодательством Российской Федерации
296,1,26104," Расходы, связанные с перемещениями работников в случаях и размерах, предусмотренных законодательством Российской Федерации"
297,1,26105, Расходы  по подготовке  кадров в пределах установленных норм; расходы на приобретение специальной литературы (в том числе периодических изданий)
298,1,26106," Компенсации работникам, кроме заработной платы, в пределах норм, гарантированных трудовым законодательством Российской Федерации"
299,1,26107," Расходование средств сверх сумм (норм), гарантированных трудовым законодательством Российской Федерации и иными нормативными правовыми актами"
300,1,26108," на компенсации работникам, кроме заработной платы"
301,1,26109, Прочие расходы
302,0,,2. Социально-бытовые расходы
303,1,26214, Финансирование других социальных нужд
304,1,26000,Итого  по  подразделу
305,0,,"8. Штрафы, пени, неустойки уплаченные (балансовый счет второго порядка)"
306,0,,"1. Штрафы, пени, неустойки уплаченные за:"
307,1,28101," Несвоевременное списание средств со счетов владельцев и зачисление сумм, причитающихся владельцам счетов"
308,1,28102, Неправильное списание или зачисление средств по счетам их владельцев
309,1,28103," Неправильное направление (перевод) средств, списанных со счетов владельцев"
310,1,28104, Нарушение очередности платежей
311,1,28105, Несвоевременное сообщение налоговым органам об открытии счетов клиентам
312,1,28106, Нарушение кредитных и депозитных договоров
313,1,28107, Нарушение расчетов с бюджетом
314,1,28108, в том числе за неправильное начисление налога на доходы физических лиц
315,1,28109, Несвоевременное перечисление средств в государственные внебюджетные фонды
316,1,28110, Нарушение нормативов обязательных резервов
317,1,28111, Другие  нарушения
318,1,28112, из них: нарушения законодательства Российской Федерации и нормативных актов Банка России
319,1,28000,Итого по подразделу
320,0,,9. Другие расходы (балансовый счет второго порядка)
321,0,,1. Отчисления в фонды и резервы
322,1,29101, На возможные потери по ссудам
323,1,29102, Под возможное обесценение ценных бумаг
324,1,29103, По другим  операциям
325,0,,2. Комиссия  уплаченная
326,1,29201, По кассовым  операциям
327,1,29202, По операциям инкассации
328,1,29203, По расчетным операциям
329,1,29204," По полученным  гарантиям, поручительствам"
330,1,29205, По другим  операциям
331,0,,3. Другие операционные расходы
332,1,29301," Расходы по оплате за обслуживание вычислительной техники, служебного автотранспорта в разрешенных случаях, других машин и оборудования, за информационные услуги"
333,1,29302, Расходы по оплате за обработку документов и ведение учета
334,1,29303, Расходы по совершению расчетных операций
335,1,29304," Расходы по изготовлению, приобретению и пересылке  бланков, информационных носителей, бумаги, упаковочных материалов для денежных билетов и монеты"
336,1,29306," Почтовые, телеграфные, телефонные расходы, расходы по аренде линий связи"
337,1,29307, Амортизационные отчисления по:  основным  средствам
338,1,29312," основным средствам, полученным в финансовую аренду (лизинг)"
339,1,29314, нематериальным активам
340,1,29315, Типографские и канцелярские расходы
341,1,29316, Расходы на ремонт (кроме автотранспорта)
342,1,29317, Содержание зданий и сооружений
343,1,29318, Расходы по охране
344,1,29319, Расходы на форменную и специальную одежду
345,1,29320," Расходы по рекламе в пределах сумм, предусмотренных законодательством Российской Федерации"
346,1,29321," Представительские расходы в пределах сумм, предусмотренных законодательством Российской Федерации"
347,1,29322," Расходы на служебные командировки в пределах сумм, предусмотренных законодательством Российской Федерации"
348,1,29323," Расходование средств сверх сумм (норм), установленных законодательством Российской Федерации иными нормативами правовыми актами: на рекламу"
349,1,29324, на представительские расходы
350,1,29325, на командировочные расходы
351,1,29326, Расходы по пуско-наладочным работам
352,1,29327, Уплаченная госпошлина
353,1,29328," Транспортные расходы, кроме относимых на стоимость ценностей"
354,1,29329, Прочие расходы
355,0,,4. Другие произведенные расходы
356,1,29401, По выбытию (реализации) и списанию имущества
357,1,29417, из них: по выбытию (реализации) не полностью амортизированных основных средств
358,1,29402, По списанию дебиторской задолженности
359,1,29403, По доставке банковских документов
360,1,29404, По операциям с драгоценными металлами
361,1,29405," По списанию недостач, хищений денежной наличности, материальных ценностей, сумм по фальшивым денежным билетам, монетам"
362,1,29406,Арендная  плата
363,1,29407," По факторинговым, форфейтинговым операциям"
364,1,29409, По операциям доверительного управления имуществом
365,1,29410, По проведению операций с опционами
366,1,29411, По форвардным операциям
367,1,29412, По фьючерсным операциям
368,1,29413, По операциям СВОП
369,1,29414," Расходы по кредитным операциям прошлых лет, выявленные в отчетном году"
370,1,29415," Другие расходы прошлых лет, выявленные в отчетном году"
371,1,29416," Налоги, относимые в установленных законодательством Российской Федерации случаях на расходы"
372,1,29418," Расходы, связанные со списанием задолженности по кредитам, при отсутствии (недостаточности) средств резервов и резервного фонда"
373,1,29419," Расходы, связанные с выплатой сумм по претензиям клиентов, включая кредитные организации"
374,1,29420," Судебные издержки и расходы по арбитражным делам, связанным с деятельностью кредитной организации"
375,1,29421, Расходы по аудиторским проверкам
376,1,29422, Расходы по публикации отчетности
377,1,29423, Другие расходы
378,1,29425, Расходы за дополнительную плату по несвоевременно перечисленным платежам в бюджет
379,1,29000,Итого по подразделу
380,1,20000,Всего расходов
381,0,,3.РЕЗУЛЬТАТЫ ДЕЯТЕЛЬНОСТИ
382,1,35001,Сумма списанная со сч. № 70501 и отнесенная непосредственно на убытки
383,0,,Итого результат по отчету
384,1,33001, - Прибыль (символ 10000 минус символ 20000)
385,1,33002, - Убыток (символ 20000 минус символ 10000 и символ 35001)
386,0,,СПРАВКА
387,0,,1. Финансовый результат деятельности головного офиса кредитной организации:
388,1,31005, а) прибыль
389,1,32005, а) убытки
390,1,31003,"2. Количество филиалов кредитных организаций, закончивших отчетный период с прибылью"
391,1,31004,3. Сумма полученной ими прибыли
392,1,32003,"4. Количество филиалов кредитных организаций, закончивших отчетный период с убытками"
393,1,32004,5. Сумма допущенного ими убытка
