"REGN,N,4,0","CODE,C,5","ITOGO,N,16,0","DT,D"
103,01000,41411,07/01/16
103,02000,0,07/01/16
103,03000,0,07/01/16
103,04000,0,07/01/16
103,10001,1509648,07/01/16
103,10002,12493075,07/01/16
103,10003,1224458,07/01/16
103,10004,12736854,07/01/16
103,11000,429967,07/01/16
103,11100,382123,07/01/16
103,11101,0,07/01/16
103,11102,0,07/01/16
103,11103,0,07/01/16
103,11104,0,07/01/16
103,11105,0,07/01/16
103,11106,0,07/01/16
103,11107,0,07/01/16
103,11108,0,07/01/16
103,11109,2877,07/01/16
103,11110,0,07/01/16
103,11111,0,07/01/16
103,11112,270263,07/01/16
103,11113,0,07/01/16
103,11114,0,07/01/16
103,11115,26586,07/01/16
103,11116,0,07/01/16
103,11117,12,07/01/16
103,11118,82385,07/01/16
103,11119,0,07/01/16
103,11120,0,07/01/16
103,11200,0,07/01/16
103,11201,0,07/01/16
103,11202,0,07/01/16
103,11203,0,07/01/16
103,11204,0,07/01/16
103,11205,0,07/01/16
103,11206,0,07/01/16
103,11207,0,07/01/16
103,11208,0,07/01/16
103,11209,0,07/01/16
103,11210,0,07/01/16
103,11211,0,07/01/16
103,11212,0,07/01/16
103,11213,0,07/01/16
103,11214,0,07/01/16
103,11215,0,07/01/16
103,11216,0,07/01/16
103,11217,0,07/01/16
103,11218,0,07/01/16
103,11219,0,07/01/16
103,11220,0,07/01/16
103,11300,1593,07/01/16
103,11301,0,07/01/16
103,11302,1565,07/01/16
103,11303,28,07/01/16
103,11400,0,07/01/16
103,11401,0,07/01/16
103,11402,0,07/01/16
103,11403,0,07/01/16
103,11500,0,07/01/16
103,11501,0,07/01/16
103,11502,0,07/01/16
103,11503,0,07/01/16
103,11504,0,07/01/16
103,11505,0,07/01/16
103,11506,0,07/01/16
103,11507,0,07/01/16
103,11508,0,07/01/16
103,11600,0,07/01/16
103,11601,0,07/01/16
103,11602,0,07/01/16
103,11603,0,07/01/16
103,11604,0,07/01/16
103,11605,0,07/01/16
103,11606,0,07/01/16
103,11607,0,07/01/16
103,11608,0,07/01/16
103,11700,0,07/01/16
103,11701,0,07/01/16
103,11702,0,07/01/16
103,11703,0,07/01/16
103,11704,0,07/01/16
103,11705,0,07/01/16
103,11706,0,07/01/16
103,11707,0,07/01/16
103,11708,0,07/01/16
103,11800,46251,07/01/16
103,11801,0,07/01/16
103,11802,0,07/01/16
103,11803,46251,07/01/16
103,11804,0,07/01/16
103,11805,0,07/01/16
103,11806,0,07/01/16
103,11807,0,07/01/16
103,11808,0,07/01/16
103,12000,0,07/01/16
103,12100,0,07/01/16
103,12101,0,07/01/16
103,12102,0,07/01/16
103,12103,0,07/01/16
103,12104,0,07/01/16
103,12105,0,07/01/16
103,12106,0,07/01/16
103,12107,0,07/01/16
103,12108,0,07/01/16
103,12109,0,07/01/16
103,12110,0,07/01/16
103,12111,0,07/01/16
103,12112,0,07/01/16
103,12113,0,07/01/16
103,12114,0,07/01/16
103,12115,0,07/01/16
103,12116,0,07/01/16
103,12117,0,07/01/16
103,12118,0,07/01/16
103,12119,0,07/01/16
103,12120,0,07/01/16
103,12200,0,07/01/16
103,12201,0,07/01/16
103,12202,0,07/01/16
103,12203,0,07/01/16
103,12204,0,07/01/16
103,12205,0,07/01/16
103,12206,0,07/01/16
103,12207,0,07/01/16
103,12208,0,07/01/16
103,12209,0,07/01/16
103,12210,0,07/01/16
103,12211,0,07/01/16
103,12212,0,07/01/16
103,12213,0,07/01/16
103,12214,0,07/01/16
103,12215,0,07/01/16
103,12216,0,07/01/16
103,12217,0,07/01/16
103,12218,0,07/01/16
103,12219,0,07/01/16
103,12220,0,07/01/16
103,12300,0,07/01/16
103,12301,0,07/01/16
103,12302,0,07/01/16
103,12303,0,07/01/16
103,13000,0,07/01/16
103,13100,0,07/01/16
103,13101,0,07/01/16
103,13102,0,07/01/16
103,13103,0,07/01/16
103,13104,0,07/01/16
103,13105,0,07/01/16
103,13106,0,07/01/16
103,13107,0,07/01/16
103,13108,0,07/01/16
103,13109,0,07/01/16
103,13110,0,07/01/16
103,13111,0,07/01/16
103,13112,0,07/01/16
103,13113,0,07/01/16
103,13114,0,07/01/16
103,13115,0,07/01/16
103,13116,0,07/01/16
103,13117,0,07/01/16
103,13118,0,07/01/16
103,13119,0,07/01/16
103,13120,0,07/01/16
103,13200,0,07/01/16
103,13201,0,07/01/16
103,13202,0,07/01/16
103,13203,0,07/01/16
103,13204,0,07/01/16
103,13205,0,07/01/16
103,13206,0,07/01/16
103,13207,0,07/01/16
103,13208,0,07/01/16
103,13209,0,07/01/16
103,13210,0,07/01/16
103,13211,0,07/01/16
103,13212,0,07/01/16
103,13213,0,07/01/16
103,13214,0,07/01/16
103,13215,0,07/01/16
103,13216,0,07/01/16
103,13217,0,07/01/16
103,13218,0,07/01/16
103,13219,0,07/01/16
103,13220,0,07/01/16
103,13300,0,07/01/16
103,13301,0,07/01/16
103,13302,0,07/01/16
103,13303,0,07/01/16
103,13400,0,07/01/16
103,13401,0,07/01/16
103,13402,0,07/01/16
103,13403,0,07/01/16
103,13500,0,07/01/16
103,13501,0,07/01/16
103,13502,0,07/01/16
103,13503,0,07/01/16
103,13504,0,07/01/16
103,13505,0,07/01/16
103,13506,0,07/01/16
103,13507,0,07/01/16
103,13508,0,07/01/16
103,13600,0,07/01/16
103,13601,0,07/01/16
103,13602,0,07/01/16
103,13603,0,07/01/16
103,13604,0,07/01/16
103,13605,0,07/01/16
103,13606,0,07/01/16
103,13607,0,07/01/16
103,13608,0,07/01/16
103,13700,0,07/01/16
103,13701,0,07/01/16
103,13702,0,07/01/16
103,13703,0,07/01/16
103,13704,0,07/01/16
103,13705,0,07/01/16
103,13706,0,07/01/16
103,13707,0,07/01/16
103,13708,0,07/01/16
103,13800,0,07/01/16
103,13801,0,07/01/16
103,13802,0,07/01/16
103,13803,0,07/01/16
103,13804,0,07/01/16
103,13805,0,07/01/16
103,13806,0,07/01/16
103,13807,0,07/01/16
103,13808,0,07/01/16
103,14000,0,07/01/16
103,14100,0,07/01/16
103,14101,0,07/01/16
103,14102,0,07/01/16
103,14103,0,07/01/16
103,14104,0,07/01/16
103,14105,0,07/01/16
103,14200,0,07/01/16
103,14201,0,07/01/16
103,14202,0,07/01/16
103,14203,0,07/01/16
103,14204,0,07/01/16
103,14205,0,07/01/16
103,14206,0,07/01/16
103,14207,0,07/01/16
103,14208,0,07/01/16
103,14209,0,07/01/16
103,14210,0,07/01/16
103,14211,0,07/01/16
103,14212,0,07/01/16
103,14213,0,07/01/16
103,14300,0,07/01/16
103,14301,0,07/01/16
103,14302,0,07/01/16
103,14303,0,07/01/16
103,14304,0,07/01/16
103,14305,0,07/01/16
103,14306,0,07/01/16
103,14307,0,07/01/16
103,14308,0,07/01/16
103,14309,0,07/01/16
103,14310,0,07/01/16
103,14311,0,07/01/16
103,14312,0,07/01/16
103,14313,0,07/01/16
103,14314,0,07/01/16
103,14315,0,07/01/16
103,14316,0,07/01/16
103,14317,0,07/01/16
103,14318,0,07/01/16
103,14400,0,07/01/16
103,14401,0,07/01/16
103,14402,0,07/01/16
103,14403,0,07/01/16
103,14404,0,07/01/16
103,14405,0,07/01/16
103,14406,0,07/01/16
103,14407,0,07/01/16
103,14408,0,07/01/16
103,14409,0,07/01/16
103,14410,0,07/01/16
103,14411,0,07/01/16
103,14412,0,07/01/16
103,14413,0,07/01/16
103,14414,0,07/01/16
103,14415,0,07/01/16
103,14416,0,07/01/16
103,14417,0,07/01/16
103,14418,0,07/01/16
103,14500,0,07/01/16
103,14501,0,07/01/16
103,14502,0,07/01/16
103,14600,0,07/01/16
103,14601,0,07/01/16
103,14602,0,07/01/16
103,14700,0,07/01/16
103,14701,0,07/01/16
103,14702,0,07/01/16
103,14800,0,07/01/16
103,14801,0,07/01/16
103,14802,0,07/01/16
103,14803,0,07/01/16
103,14804,0,07/01/16
103,14805,0,07/01/16
103,15000,1079681,07/01/16
103,15100,1079681,07/01/16
103,15101,0,07/01/16
103,15102,0,07/01/16
103,15103,0,07/01/16
103,15104,0,07/01/16
103,15105,0,07/01/16
103,15106,0,07/01/16
103,15107,0,07/01/16
103,15108,0,07/01/16
103,15109,8311,07/01/16
103,15110,0,07/01/16
103,15111,0,07/01/16
103,15112,956641,07/01/16
103,15113,0,07/01/16
103,15114,0,07/01/16
103,15115,114664,07/01/16
103,15116,0,07/01/16
103,15117,65,07/01/16
103,15118,0,07/01/16
103,15119,0,07/01/16
103,15120,0,07/01/16
103,15200,0,07/01/16
103,15201,0,07/01/16
103,15202,0,07/01/16
103,15203,0,07/01/16
103,15204,0,07/01/16
103,15205,0,07/01/16
103,15206,0,07/01/16
103,15207,0,07/01/16
103,15208,0,07/01/16
103,15209,0,07/01/16
103,15210,0,07/01/16
103,15211,0,07/01/16
103,15212,0,07/01/16
103,15213,0,07/01/16
103,15214,0,07/01/16
103,15215,0,07/01/16
103,15216,0,07/01/16
103,15217,0,07/01/16
103,15218,0,07/01/16
103,15219,0,07/01/16
103,15220,0,07/01/16
103,15300,0,07/01/16
103,15301,0,07/01/16
103,15302,0,07/01/16
103,15303,0,07/01/16
103,15400,0,07/01/16
103,15401,0,07/01/16
103,15402,0,07/01/16
103,15403,0,07/01/16
103,15500,0,07/01/16
103,15501,0,07/01/16
103,15502,0,07/01/16
103,15503,0,07/01/16
103,15504,0,07/01/16
103,15505,0,07/01/16
103,15506,0,07/01/16
103,15507,0,07/01/16
103,15508,0,07/01/16
103,15600,0,07/01/16
103,15601,0,07/01/16
103,15602,0,07/01/16
103,15603,0,07/01/16
103,15604,0,07/01/16
103,15605,0,07/01/16
103,15606,0,07/01/16
103,15607,0,07/01/16
103,15608,0,07/01/16
103,15700,0,07/01/16
103,15701,0,07/01/16
103,15702,0,07/01/16
103,15703,0,07/01/16
103,15704,0,07/01/16
103,15705,0,07/01/16
103,15706,0,07/01/16
103,15707,0,07/01/16
103,15708,0,07/01/16
103,16000,0,07/01/16
103,16100,0,07/01/16
103,16101,0,07/01/16
103,16102,0,07/01/16
103,16103,0,07/01/16
103,16104,0,07/01/16
103,16105,0,07/01/16
103,19999,14002723,07/01/16
103,21000,0,07/01/16
103,21100,0,07/01/16
103,21101,0,07/01/16
103,21102,0,07/01/16
103,21103,0,07/01/16
103,21104,0,07/01/16
103,21105,0,07/01/16
103,21106,0,07/01/16
103,21107,0,07/01/16
103,21108,0,07/01/16
